id,tweet,link,date,time
1143511726572355584,E isso não te dá Free ticket pra fazer merda   Uma merda n compensa a outra   Parem de achar q militar é violentar caralho mano cês vivem muito no Twitter  https://twitter.com/caputile/status/1143258083705151491 …,https://twitter.com/leobigapo/status/1143511726572355584,2019-06-25,10:30:15
1141872232395878401,"Que jogo de rugby meus amigos, n sinto nenhum dos dois ombros  Tenho hematoma em uns lugares muito wtf Kkkkkkk",https://twitter.com/leobigapo/status/1141872232395878401,2019-06-20,21:55:29
1139716835639738368,Escutando ASMR escondido na república dia 113,https://twitter.com/leobigapo/status/1139716835639738368,2019-06-14,23:10:43
1139715050065842176,E a atlética mais uma vez fazendo merda,https://twitter.com/leobigapo/status/1139715050065842176,2019-06-14,23:03:37
1139501381478473728,Pq roda noite eu acordo com câimbra eu n sei,https://twitter.com/leobigapo/status/1139501381478473728,2019-06-14,08:54:34
1137806347427307520,"Não acredito que quase bati um romuran hj , tô muito feliz puta merda",https://twitter.com/leobigapo/status/1137806347427307520,2019-06-09,16:39:07
1137660941741559815,Kkkkkkk tinha q acordar 5:30 pra estar no Butantã as 7  Acordei 6:47   Estou no Butantã as 7   Nunca arrumei tão rápido e pedi um Uber na minha vida igual hj,https://twitter.com/leobigapo/status/1137660941741559815,2019-06-09,07:01:19
1136423451336613889,Amigos leva no Vet q isso aí só salva se for coisa fraca  https://twitter.com/Brendachaves04/status/1135239730222776325 …,https://twitter.com/leobigapo/status/1136423451336613889,2019-06-05,21:03:59
1135538529038196736,"Quarto arrumado, roupa lavada, matéria atrasada",https://twitter.com/leobigapo/status/1135538529038196736,2019-06-03,10:27:37
1135525525156487169,Dia 03 e tô sem dinheiro pro resto do mês,https://twitter.com/leobigapo/status/1135525525156487169,2019-06-03,09:35:56
1135323854769930240,Ah foda-se tb kkkkkk agr vou jogar badminton e vôlei quero nem sabe de faculdade mais,https://twitter.com/leobigapo/status/1135323854769930240,2019-06-02,20:14:34
1135257355208318976,OLHA ESSA PLAY MEUS AMIGOS  https://twitter.com/MLB/status/1135249612376301568 …,https://twitter.com/leobigapo/status/1135257355208318976,2019-06-02,15:50:20
1135256277381242881,Comi igual um cavalo agora puta merda,https://twitter.com/leobigapo/status/1135256277381242881,2019-06-02,15:46:03
1135247641930031105,"Exausto, machucado, com sono, morto de fome",https://twitter.com/leobigapo/status/1135247641930031105,2019-06-02,15:11:44
1132981397793202177,Que sonho foi esse,https://twitter.com/leobigapo/status/1132981397793202177,2019-05-27,09:06:29
1132637292965834754,Eu msm Kkkkkkkk puta série merda,https://twitter.com/leobigapo/status/1132637292965834754,2019-05-26,10:19:08
1132429713933312002,"Só faço merda, vou sair dessa caralha de faculdade",https://twitter.com/leobigapo/status/1132429713933312002,2019-05-25,20:34:17
1132413975851917314,"Puta merda viu, a mundo é injusto msm",https://twitter.com/leobigapo/status/1132413975851917314,2019-05-25,19:31:45
1129758833113542657,Sou muito ruim no tênis puta merda,https://twitter.com/leobigapo/status/1129758833113542657,2019-05-18,11:41:10
1129576730707017730,Puta merda Kkkkkkkkkkk  https://twitter.com/Dodgers/status/1129571023089688576 …,https://twitter.com/leobigapo/status/1129576730707017730,2019-05-17,23:37:33
1129566495875489792,"Odeio gente que fala com autoridade como se soubesse alguma coisa de minas gerais, me deixa em full rage mode",https://twitter.com/leobigapo/status/1129566495875489792,2019-05-17,22:56:53
1129441055387136000,Queria mas no meu tempo tinha isso n,https://twitter.com/leobigapo/status/1129441055387136000,2019-05-17,14:38:26
1129384951978299392,"O PROFESSOR DO LABORATÓRIO VC QUER Q EU CHUTE A PORRA DO VOLUME DE UMA ESPATULA SEU FODIDO? EU N A MEDIDA SE VC N COLOCAR N SEU FODIDO, PUTA MERDA O CARA ACHA Q EU SOU ONISCIENTE",https://twitter.com/leobigapo/status/1129384951978299392,2019-05-17,10:55:30
1129375456581562369,Mano um pessoal precisa simplismente sair da defensiva o tempo todo,https://twitter.com/leobigapo/status/1129375456581562369,2019-05-17,10:17:46
1129234603917664257,Cada dia é uma junta diferente que tá doendo,https://twitter.com/leobigapo/status/1129234603917664257,2019-05-17,00:58:04
1129050580494766080,Tenho q parar de pensar usar álcool em gel 20 vezes por dia,https://twitter.com/leobigapo/status/1129050580494766080,2019-05-16,12:46:49
1128013272500854784,Gritando eu me apaixonei pela pessoa errada,https://twitter.com/leobigapo/status/1128013272500854784,2019-05-13,16:04:56
1127989691834413056,Né mais fácil só deletar o app ? Kkkkkkkkk q tempo atoa irmão,https://twitter.com/leobigapo/status/1127989691834413056,2019-05-13,14:31:14
1127750514274439169,Tênis de mesa é um esporte muito foda Vou começar a treinar essa merda tb,https://twitter.com/leobigapo/status/1127750514274439169,2019-05-12,22:40:49
1127664164938362880,Eu encontrei um Brony na USP   Zerei a vida já,https://twitter.com/leobigapo/status/1127664164938362880,2019-05-12,16:57:42
1127367972585127937,"Joao Paulo Saturnino KKKKKKMMKKKKKMMMMKKKKKKMMMMMKKKKKKKKKKKK   Nostalgia para um caralho, lembro desse dia dms  https://www.facebook.com/100002253451989/posts/2210155602402867/ …",https://twitter.com/leobigapo/status/1127367972585127937,2019-05-11,21:20:44
1126584605480574976,"Se tem gente cortando, tem assembleia rolando — participando de I Assembleia Geral Extraordinária FCF-USP em Faculdade de Ciências Farmacêuticas da USP  https://www.facebook.com/100002253451989/posts/2206676159417478/ …",https://twitter.com/leobigapo/status/1126584605480574976,2019-05-09,17:27:55
1126103945653424131,Eu n aquento mais ir pra faculdade,https://twitter.com/leobigapo/status/1126103945653424131,2019-05-08,09:37:57
1125781415415697408,"Subestimei a quantidade de pimenta q tem em comida chinesa, puta merda",https://twitter.com/leobigapo/status/1125781415415697408,2019-05-07,12:16:20
1125220088116854789,Eu sou uma pessoa boa demais pra ser chamado de circular 3  https://www.buzzfeed.com/analau/que-cirular-da-usp-a-voca-8g2ql2hlq8?utm_source=dynamic …,https://twitter.com/leobigapo/status/1125220088116854789,2019-05-05,23:05:49
1124086840963817477,Mano chega um ponto q eu já falei de cada detalhe do meu dia pra Carol q eu começo a falar de qualquer coisa,https://twitter.com/leobigapo/status/1124086840963817477,2019-05-02,20:02:42
1121424736653914113,Gente bonita q acha q tá feia é ruim dms,https://twitter.com/leobigapo/status/1121424736653914113,2019-04-25,11:44:26
1121035664793964544,Sem tempo pra ler e-mail irmão,https://twitter.com/leobigapo/status/1121035664793964544,2019-04-24,09:58:24
1120248793289637888,Vcs só querem saber de droga,https://twitter.com/leobigapo/status/1120248793289637888,2019-04-22,05:51:40
1119987771140202496,Mano sério n consigo ficar um dia sem escutar ASMR ou eu surto,https://twitter.com/leobigapo/status/1119987771140202496,2019-04-21,12:34:27
1117839808431362049,Eu usei o meme de q suflair é droga e ninguém entendeu   Eu realmente n tô mais na minha roda de convivência,https://twitter.com/leobigapo/status/1117839808431362049,2019-04-15,14:19:13
1117632843423858689,Mano eu só quero um rolê família q todo mundo se reúne pra fazer almoço  Tenho mais idade pra usa droga n,https://twitter.com/leobigapo/status/1117632843423858689,2019-04-15,00:36:49
1117253616157569024,Muito que bem mas q dia q ciclista de speed vai ser proibido  https://www.facebook.com/100002253451989/posts/2167840723301022/ …,https://twitter.com/leobigapo/status/1117253616157569024,2019-04-13,23:29:54
1117251374876639235,Corna é foda né,https://twitter.com/leobigapo/status/1117251374876639235,2019-04-13,23:20:59
1117095279940050945,"Perdão amigos , mas ontem eu passei dos limites",https://twitter.com/leobigapo/status/1117095279940050945,2019-04-13,13:00:44
1116715485284970497,Ala oq fala fogo nos racista 5x por dia,https://twitter.com/leobigapo/status/1116715485284970497,2019-04-12,11:51:33
1116524381876961280,Auge da minha vida universitária  pic.twitter.com/UgFW2AnppH,https://twitter.com/leobigapo/status/1116524381876961280,2019-04-11,23:12:11
1116376978192519168,"Nem me diga, n quer crescer mais",https://twitter.com/leobigapo/status/1116376978192519168,2019-04-11,13:26:27
1116063895301644288,Sai daqui garoto,https://twitter.com/leobigapo/status/1116063895301644288,2019-04-10,16:42:22
1115967408106287104,"Tomei 500ml de café dps de um tempo sem tomar, n consigo escrever de tanto q tô tremendo",https://twitter.com/leobigapo/status/1115967408106287104,2019-04-10,10:18:58
1115304745290403841,Um amor chamado eduroam na segunda ala da biblioteca   300mb puta merda,https://twitter.com/leobigapo/status/1115304745290403841,2019-04-08,14:25:47
1115054613529493504,"Nossa eu tô muito morto mano, hj n consigo fazer mais nada puta merda",https://twitter.com/leobigapo/status/1115054613529493504,2019-04-07,21:51:51
1113851996564594689,Ah pronto como q vou saber legislação da concentração de amônia em produto de limpeza se vc n fala nem qual tipo de produto é  Foda viu caralho,https://twitter.com/leobigapo/status/1113851996564594689,2019-04-04,14:13:05
1113844033560948738,Eu msm tenho q estudar pra competição de debatedores em Minas e tô aqui fazendo textão no tt  Sem tempo irmão,https://twitter.com/leobigapo/status/1113844033560948738,2019-04-04,13:41:26
1113842864595898371,"Sim, as cotas são medidas pontuais e de curto prazo, mas óbvio que precisamos de medidas a longo prazo, ninguém nega a podridão do Ensino público (e olha q estudei 8 anos nessa merda )",https://twitter.com/leobigapo/status/1113842864595898371,2019-04-04,13:36:47
1113783696656609282,"De um aluno estudar nessa instituição por que ele é de escola privada não é uma opção, a faculdade pública é para todos afinal economicamente falando os alunos de ensino particular também pagam impostos que mantém a universidade pública e constitucionalmente eles tem esse direito",https://twitter.com/leobigapo/status/1113783696656609282,2019-04-04,09:41:41
1113665633084944386,O jovem estuda pelo twitter hoje em dia só pode  https://twitter.com/orphanbIeck/status/1112844005799231488 …,https://twitter.com/leobigapo/status/1113665633084944386,2019-04-04,01:52:32
1113469035163869184,Segunda pessoa q me marca nisso,https://twitter.com/leobigapo/status/1113469035163869184,2019-04-03,12:51:19
1113142187267698689,Sai pra lá inferno,https://twitter.com/leobigapo/status/1113142187267698689,2019-04-02,15:12:33
1113080108879839232,Sem tempo pra pesquisar argumentos irmão,https://twitter.com/leobigapo/status/1113080108879839232,2019-04-02,11:05:52
1112908931192512512,Nossa passei esse primeiro de abril sem cair em mentira  Eu sou muito evoluido,https://twitter.com/leobigapo/status/1112908931192512512,2019-04-01,23:45:40
1112852230724640768,Peguei no sono aqui,https://twitter.com/leobigapo/status/1112852230724640768,2019-04-01,20:00:22
1112448498941784066,Kkkkkkkkkkkkkkkkk eu vô te mata um dia,https://twitter.com/leobigapo/status/1112448498941784066,2019-03-31,17:16:05
1112448356410945537,APROVASSIMO NO USP DEBATE AMIGOS  QUE VENHAM AS COMPETIÇÕES,https://twitter.com/leobigapo/status/1112448356410945537,2019-03-31,17:15:31
1111782701575667713,Sem tempo irmão,https://twitter.com/leobigapo/status/1111782701575667713,2019-03-29,21:10:26
1111693479065907201,Com 10 reais q tem q durar até dia 7,https://twitter.com/leobigapo/status/1111693479065907201,2019-03-29,15:15:54
1111272452649308162,Meu deus mano me arruma uns amigo melhor nessa faculdade q puta merda é cada egocêntrico que se acha um deus,https://twitter.com/leobigapo/status/1111272452649308162,2019-03-28,11:22:53
1111241221412933632,Léo : quase todo mundo Leandro : alguns amigos que não sabem o limite de alguns apelidos  Leozinho negapota/negapota/ cu preto/ oh disgraça:  Lukinha e Diógenes Lueusca: minha mãe  https://twitter.com/LelNogueira4/status/1111214200641241089 …,https://twitter.com/leobigapo/status/1111241221412933632,2019-03-28,09:18:47
1110568651890020352,Puta merda mano isso explodiu muito minha cabeça,https://twitter.com/leobigapo/status/1110568651890020352,2019-03-26,12:46:14
1110556966764580864,Os livros em inglês são muito mais simples de entender puta merda brasileiro é prolixo dms,https://twitter.com/leobigapo/status/1110556966764580864,2019-03-26,11:59:48
1110271682751725569,Que merda de interação é essa aqui eu quero piada com ex n isso,https://twitter.com/leobigapo/status/1110271682751725569,2019-03-25,17:06:11
1110271536450232321,Outra aula cancelada amigos,https://twitter.com/leobigapo/status/1110271536450232321,2019-03-25,17:05:36
1109940257808699392,"Ah kkkkkk tb queria saber, tem um pessoal q a vida é acompanhar as Kardashians",https://twitter.com/leobigapo/status/1109940257808699392,2019-03-24,19:09:13
1109603136010969093,"A vontade de pedir um japa agr é grande, mas só tenho 50 conto pra durar 8 dia",https://twitter.com/leobigapo/status/1109603136010969093,2019-03-23,20:49:37
1109596269293506562,Kkkkkkkkkk eu nem sei oq cês tão falando  Mas uma dica rebate o argumento de a pessoa e não oq ela é,https://twitter.com/leobigapo/status/1109596269293506562,2019-03-23,20:22:20
1109308338737692672,Aí deus tô muito louco,https://twitter.com/leobigapo/status/1109308338737692672,2019-03-23,01:18:12
1108838281217740810,Queria dizer ao cara da minha rep antiga   Quero só disgraça pra vida de vc  Flw até nunca mais,https://twitter.com/leobigapo/status/1108838281217740810,2019-03-21,18:10:22
1108017455476011016,7725-10 eu te odeio puta merdaaaaaa demora,https://twitter.com/leobigapo/status/1108017455476011016,2019-03-19,11:48:42
1107655449225113600,queria mas no momento fui expulso,https://twitter.com/leobigapo/status/1107655449225113600,2019-03-18,11:50:12
1107654792791367680,"n sei kkkkkk tenho ate dia 6 pra vazar, vou caçar um kitnet ate achar uma rep boa",https://twitter.com/leobigapo/status/1107654792791367680,2019-03-18,11:47:36
1107639680219185152,Aeeee desfiz o contrato dessa república de merda,https://twitter.com/leobigapo/status/1107639680219185152,2019-03-18,10:47:33
1107463303834537984,Puta merda vai postar lomofit no Instagram q sacooo,https://twitter.com/leobigapo/status/1107463303834537984,2019-03-17,23:06:41
1107096693592518657,Cês tão com tempo livre dms,https://twitter.com/leobigapo/status/1107096693592518657,2019-03-16,22:49:55
1106733905997189121,Só queria ter o cabelo da Giovanna Hemetério nesse momento,https://twitter.com/leobigapo/status/1106733905997189121,2019-03-15,22:48:19
1106602795652866048,Mano a FAU é a coisa mais bonita q já vi na vida,https://twitter.com/leobigapo/status/1106602795652866048,2019-03-15,14:07:20
1106565793234464768,Saindo de uns grupinhos pesados aqui do Facebook antes q de merda,https://twitter.com/leobigapo/status/1106565793234464768,2019-03-15,11:40:18
1106402354511966208,Toda vez q eu escuto isso eu odeio mais empreendedor  https://twitter.com/LwithP/status/1106283046339260417 …,https://twitter.com/leobigapo/status/1106402354511966208,2019-03-15,00:50:51
1106389329583198208,O cara bate na porta do meu quarto meia noite e pede pra eu colocar três camadas de lençol na cama  https://twitter.com/leobigapo/status/1106389215129026560 …,https://twitter.com/leobigapo/status/1106389329583198208,2019-03-14,23:59:06
1104383378508386304,Exportar para o Brasil kkkkkkkkkkkjkk  Essa entende do mercado da droga  https://twitter.com/ken_guedes/status/1104379264110133249 …,https://twitter.com/leobigapo/status/1104383378508386304,2019-03-09,11:08:10
1103063099945467904,Ah eu sei lá .. ainda tô esperando o dia q eu n vou importar quando meus amigos se matarem entre si,https://twitter.com/leobigapo/status/1103063099945467904,2019-03-05,19:41:51
1102318340775784448,Meus amigos n conseguem ficar um mês sem brigar mano,https://twitter.com/leobigapo/status/1102318340775784448,2019-03-03,18:22:27
1100948799218991105,Mano tem uns prof q merece tudo de bom nessa vida,https://twitter.com/leobigapo/status/1100948799218991105,2019-02-27,23:40:23
1100946871000985601,Vidinha melhor professor dessa faculdade pq sim,https://twitter.com/leobigapo/status/1100946871000985601,2019-02-27,23:32:43
1100584850283773952,Real kkkkkk mas n me acho o foda da química ou o deus da física,https://twitter.com/leobigapo/status/1100584850283773952,2019-02-26,23:34:10
1100583053712343040,Ah q ótimo quase meia noite e eu tô na USP pq meu ônibus NÃO PASSOU NA ROTA CERTA VAI TOMAR NO CU,https://twitter.com/leobigapo/status/1100583053712343040,2019-02-26,23:27:02
1100435730923442176,O dia que o treino de rugby e baseball n bater horário e n chover eu viro crente,https://twitter.com/leobigapo/status/1100435730923442176,2019-02-26,13:41:38
