id,tweet,link,date,time
1141756612257824768,"1ano...  ... 1 ano desde minha decisão mais importante,a decisão que faria eu tomar um rumo totalmente diferente na minha vida, um rumo no qual eu nunca imaginei passar por. A decisão que me faria feliz e eu nem…  https://www.instagram.com/p/By8Ip50Hahe/?igshid=1pcl9g8odzsoo …",https://twitter.com/Victor_Diffh/status/1141756612257824768,2019-06-20,14:16:03
1140423458209357824,"Tentei suicidio 2 vezes por destruir a minha familia e separar minha mãe  do meu pai quando eles descobriram que minha mãe  estava gravida, mas de outra pessoa.",https://twitter.com/Victor_Diffh/status/1140423458209357824,2019-06-16,21:58:35
1140423177253924865,"@masterchefbr #MasterChefBR  vcs n se importam com o brilho da alma de uma pessoa ao cozinhar, o amor que eh despejado ali, se importam em deixar quem da audiência/ibope pra vcs, -1.",https://twitter.com/Victor_Diffh/status/1140423177253924865,2019-06-16,21:57:28
1077964313632169984,"sim, pega esse tempo pra se tratar psicologicamente pq vc precisa... oq vc faz  com seres humanos não é certo.",https://twitter.com/Victor_Diffh/status/1077964313632169984,2018-12-26,14:28:14
1010164983047573505,"Axt peidou, Yetz foi o primeiro a sentir, a mina virou pra conferir e viu que era verdade",https://twitter.com/Victor_Diffh/status/1010164983047573505,2018-06-22,11:17:54
1007336345721860096,Tentando com acompanhamento de 2 psiquiatras kkk .. Um dia quem sabe,https://twitter.com/Victor_Diffh/status/1007336345721860096,2018-06-14,15:57:54
993778724632977409,Isso é normal/comum quando se alcança a fase adulta da vida!,https://twitter.com/Victor_Diffh/status/993778724632977409,2018-05-08,06:04:46
993673432544968705,E então vc esta navegando pela twitch em busca de uma live para passar o tempo enquanto faz um download de 80 GB e se depara com isso ....... E tem gente que acha que o mundo esta perdido. @ThreeHUE @sheviii2k pic.twitter.com/qGt0b4Gmgq,https://twitter.com/Victor_Diffh/status/993673432544968705,2018-05-07,23:06:22
976534974722650112,"Aos meus 15 anos fui diagnosticado com depressão severa, após tentar suicídio e ficar entre a vida e a morte. Me sinto um lixo "" aparente mente e em todos os outro sentidos"" N consigo conversar com uma garota, me deem dicas de como superar isso.""tenho 20anos hj""",https://twitter.com/Victor_Diffh/status/976534974722650112,2018-03-21,16:04:15
973164243204878341,As pessoas precisam se importar menos com a vida/conquista dos outros.,https://twitter.com/Victor_Diffh/status/973164243204878341,2018-03-12,08:50:10
