id,tweet,link,date,time
1068015348962729984,"Aí eu perguntei: ""Castelo? Que castelo?"" E ela falou: ""Aquele lá, atrás daquelas árvores que estão atrás daquelas rochas, bem atrás de você.""  FIQUEI CHOCADO PQ REALMENTE TINHA UM CASTELO ALI E EU N TINHA VISTO AQUELA MERDA GIGANTE",https://twitter.com/DerekAstar/status/1068015348962729984,2018-11-29,03:34:36
1068015347880607744,"Nessa hora eu já estava achando essa mulher louca, ou eu estava ficando doido? Não sei. Só sei que o sonho foi tão vívido e real que eu lembro até dos diálogos, foi loucura.",https://twitter.com/DerekAstar/status/1068015347880607744,2018-11-29,03:34:36
1068015346731364353,"Ela continuou: ""Uma vez a cada solstício* o cavaleiro da rainha vai às casas dos aldeões* e das camponesas* para cobrar, e quem não puder pagar com 20 moedas douradas, precisa pagar com 25 na manhã seguinte, se não é levado à prisão do castelo.""",https://twitter.com/DerekAstar/status/1068015346731364353,2018-11-29,03:34:36
1068015341790511105,"Parecia uma mulher, mas eu não sabia direito porque estava muito longe ainda, e não dava pra ver muito bem. Sonhos são sempre embaçados, apesar desse sonho ser bem vívido.",https://twitter.com/DerekAstar/status/1068015341790511105,2018-11-29,03:34:34
1068015339261345794,"Dentro da minha cabeça existe uma praia muito bonita, com pequenas ondas batendo nas rochas que ficam nos cantos, com um clima agradável, céu azul e um sol baixo. Provavelmente é de manhã.",https://twitter.com/DerekAstar/status/1068015339261345794,2018-11-29,03:34:34
1068011520548847616,"Oii, me desculpem por não ter contado a história ontem, eu fiquei sem tempo.",https://twitter.com/DerekAstar/status/1068011520548847616,2018-11-29,03:19:23
1067311294913671168,"Mas amanhã eu conto, hoje já está tarde. Tenham um ótimo dia.",https://twitter.com/DerekAstar/status/1067311294913671168,2018-11-27,04:56:57
1067311127393169408,"Tenho algumas histórias pra contar sobre elas, minha psicóloga diz que as histórias que acontecem nessa praia, são como desejos dentro de mim, reflexo da minha vida, medos e felicidades também.",https://twitter.com/DerekAstar/status/1067311127393169408,2018-11-27,04:56:17
1067310769648386048,"A minha vida toda eu sempre fui muito sonhador, eu fui crescendo e isso foi ficando ainda mais forte. Eu sempre tive muita criatividade, e nos sonhos isso não poderia ser diferente...",https://twitter.com/DerekAstar/status/1067310769648386048,2018-11-27,04:54:51
1067310451288092673,"Porque se tem 3 coisas que eu amo nessa vida, posso dizer que são essas, dançar, comer pizza e assistir filme, de preferência de fantasia e terror. Ah! Também gosto de ler, na verdade eu faço muito isso. Meu livro preferido é “O Nome do Vento” por @patrickrothfuss, ele é ótimo.",https://twitter.com/DerekAstar/status/1067310451288092673,2018-11-27,04:53:35
1067310000144564225,"Hoje em dia é mais difícil porque crescemos, estamos trabalhando e estudando pra garantir nosso futuro (como nossos pais diriam). De vez em quando a gente sai pra assistir um filme, comer uma pizza ou até mesmo pra dançar um pouco.",https://twitter.com/DerekAstar/status/1067310000144564225,2018-11-27,04:51:48
1067309765947215872,"Ainda moramos na mesma cidade e nos falamos sempre que dá, apesar de não termos tanto tempo quanto naquela época, quando nos víamos todos os dias.",https://twitter.com/DerekAstar/status/1067309765947215872,2018-11-27,04:50:52
1067309449004630016,"Eu tenho dois melhores amigos, a Lena e o Pietro. Eles sempre foram muito gentis comigo, desde que nos conhecemos. E isso deve ter uns 8 anos mais ou menos, foi na época do colégio.",https://twitter.com/DerekAstar/status/1067309449004630016,2018-11-27,04:49:36
1067308085314760704,"Eu fui diagnosticado com depressão depois de tomar muitos remédios de uma vez, logo após uma crise. Eu sei que muita gente não acha que isso é real, mas eu fiz isso por sentir muita pressão em cima de mim por eu ser gay.",https://twitter.com/DerekAstar/status/1067308085314760704,2018-11-27,04:44:11
