,Unnamed: 0,username,tweet,link
250,2390,_derico_,RT @_burrog fui diagnosticado com depressão pelo Dr. Delta Mike,https://twitter.com/_derico_/status/915703624805822464
251,2392,p_dundes,"Nunca entendo minhas neuras e incertezas, mas daí lembro que minha mãe me tirou da psicóloga quando eu fui diagnosticado com depressão  pic.twitter.com/TK2VYfd4Tw",https://twitter.com/P_dundes/status/914925460479496195
252,2396,bot1nigga,"2 anos atrás eu falei, eu avisei mas era só drama de adolescente hoje eu fui diagnosticado com depressão",https://twitter.com/bot1nigga/status/913046782376071169
253,2508,srroger1_,"o que eu queria era ficar sozinho aqui em casa, não fico desde que fui diagnosticado com depressão.",https://twitter.com/SrRoger1_/status/908755105905864704
254,2509,osmarfraga,"Sem dinheiro, miga. E fui diagnosticado com depressão. :(",https://twitter.com/OsmarFraga/status/908471042884161542
255,2514,limamich7,"Qnd eu fui no psicólogo do trabalho, me recomendou um remédio pra ansiedade.. qnd eu era criança fui diagnosticado com depressão e agr isso",https://twitter.com/LimaMich7/status/904804359149670403
256,2515,immpetus,fui diagnosticado com depressão desde meus 14 anos,https://twitter.com/immpetus/status/903709090181984258
257,2521,ryuunomon,"Com 18 anos fui diagnosticado com depressão profunda, a qual controlo com medicação Mas agora, com síndrome do pânico, eu conheci o inferno",https://twitter.com/ryuunomon/status/902230836757405697
258,2525,_dkrs,"Graças a um amigo do curso técnico, fui a um psicólogo e aos 13 anos fui diagnosticado com depressão. Bem tabu na época...",https://twitter.com/_dkrs/status/900239058114367488
259,2535,boobitchkraft,eu fui diagnosticado com depressao por um quiz do buzzfeed,https://twitter.com/BooBitchkraft/status/894631539996323841
