,Unnamed: 0,username,tweet,link
420,159,cinesuffragette,"Sim! Fui diagnosticada com Asperger só aos 24 anos, sendo que desconfiava desde os 17. Nesse meio tempo, recebi diagnóstico de depressão e fobia social, mesmo sabendo que não era bem isso. Um diagnóstico mais cedo mudaria TANTA coisa!",https://twitter.com/CineSuffragette/status/1108513468875972608
421,239,egiacchinr,"11- tive acompanhamento psicológico minha infância inteira, recebi diagnóstico de depressão com 14 anos, mas ngm nunca deu bola, com 17 aconteceu uma série de episódios na minha vida que me afundaram completamente, fiz tratamento e hj graças a deus estou mt bem",https://twitter.com/egiacchinr/status/1086090728521060352
422,506,juliadsj,"em 2018 eu: engordei e emagreci pra caralho (valeu bulimia) sai do trabalho desisti de 4 cursos recebi diagnóstico de depressão, ansiedade e síndrome do pânico  meu amigo faleceu passei meu aniversário sozinha e no último ano do médio vou ser obrigada a parar com a escola",https://twitter.com/juliadsj/status/993491549978849280
423,507,jufat2,"em 2018 eu: engordei pra caralho fui obrigada a sair do trabalho desisti de 4 cursos recebi diagnóstico de depressão, ansiedade e síndrome do pânico  meu amigo faleceu e no último ano do ensino médio vou ser obrigada a parar com a escola",https://twitter.com/jufat2/status/993490027882713088
424,556,insideanndout,"recebi diagnóstico de depressão no início de 2016, tomei um bocado de remédio e nada funcionava, fui em psicólogo e nada  em dezembro de 2018 nos ligamos que os quadros depressivos eram por causa da carência de b12, tô suplementando desde então e sou outra pessoa",https://twitter.com/insideanndout/status/972491209070522369
425,662,cielodefan,"essa é nina, ganhei da amiga de mamãe quando recebi diagnóstico de depressão, foi doada depois dos irmãos 🐕 morrerem #posteseuviralata pic.twitter.com/pDoA3u1Gj6",https://twitter.com/cielodefan/status/916381080885911552
426,1351,alex__alvares,"@myzinhaquiribam voa voa perfeito, mais comigo nada bem My. acabei de chegar do médico. recebi diagnóstico de Depressão profunda",https://twitter.com/Alex__Alvares/status/103178485333377025
427,42,mariaclaradazzi,"Caralho mano recebi o diagnóstico de depressão hoje. Sinceramente, não aguento mais nada",https://twitter.com/mariaclaradazzi/status/1133503557070741506
428,105,agabrielepp,"nós últimos dias vi muita gente que quando contei que recebi o diagnóstico de depressão severa, publicar aquela coisinha de ""se tiver com isso pode me chamar, te quero vivo"" isso é pura idiotice, porque fui a prova de que vocês só sabem falar ""é só vc sair"" ""vc nem tenta"" ++",https://twitter.com/agabrielepp/status/1121048803577090048
429,160,toxic97_,dps q eu recebi o diagnóstico de depressão e fui encaminhada pra um psicólogo eu nunca cheguei a ir mesmo,https://twitter.com/toxic97_/status/1108475211442204673
