,Unnamed: 0,username,tweet,link
370,5251,gasbrieu,@420smileday fui diagnosticado com depressão no exame do pézinho AEHEAUHAEUHAEUHAEUHAEUHAEUHAEUH aqueles,https://twitter.com/gasbrieu/status/235216899565297665
371,5288,lilrvfx,como que só eu fui diagnosticado com depressão esse ano? pq olha.... tá foda,https://twitter.com/LilRvfx/status/217427634404077568
372,5309,felipebomfim96,Já fui diagnosticado com depressão e as pessoas insistem em deprimir mais ainda,https://twitter.com/felipebomfim96/status/215147220889116672
373,5470,zeduucamolese,fui diagnosticado com depressao .........,https://twitter.com/zeduucamolese/status/175348900641783808
374,5567,ndwadgow,"Nunca fui diagnosticado com depressão, mas era evidente anos atrás, de vez em quando fico pra baixo sem motivo, ou seria com motivo?",https://twitter.com/ndwadgow/status/141971135834238976
375,5568,alucinacido,fui diagnosticado com 'Depressão instantanea' quem curte,https://twitter.com/alucinacido/status/141578785664401409
376,5602,macklon,"No final do ano passado fui diagnosticado com DEPRESSÃO e SINDROME DO PÂNICO,resultado da luta dia e noite para ver a MUDANÇA no AP",https://twitter.com/macklon/status/136181468903899137
377,11,nihilistblu3,"Voce pode ter duas situações ou vc relaxa e pode te fazer bem ou você pode ter um bad e crise de ansiedade. Em mim faz com que eu relaxe, eu tenho diagnostico de depressao, toc e síndrome do pânico desde os 12 anos e comecei a utilizar a maconha depois dos 17 anos",https://twitter.com/NIHILISTBLU3/status/1139490908779552768
378,30,gemakoharu,"eu tenho diagnóstico de depressão mas segundo o ursinho Pooh eu tenho TDA msm psiquiatria sabe de nada msm, obg internet",https://twitter.com/gemakoharu/status/1134822884663316481
379,36,rocknroll_b,"realmente, ela não pode piorar uma das suas patologias pra te esclarecer as outras  eu (só) tenho diagnóstico de depressão e ansiedade",https://twitter.com/rocknroll_b/status/1134248851626504198
