,Unnamed: 0,username,tweet,link
310,2985,benilms,Este Março faz 2 anos que fui diagnosticado com #depressão e #ansiedade - Faço piadas no Twitter. I guess I made it.✌🏻 #workinprogress,https://twitter.com/Benilms/status/706093731569659904
311,2986,kviofelipe,@fucksdelrey disse a real dai fui diagnosticado com depressao risos,https://twitter.com/kviofelipe/status/705627245264515072
312,2987,tarjapretaporra,"@psdavila ...me apaixonei pela Grécia Arcaica,mergulhei de cabeça no vazio da existência...fui diagnosticado com depressão,com orgulho...",https://twitter.com/tarjapretaporra/status/705572824254189568
313,2988,ncclwz,primeira semana de aula e ja fui diagnosticado com depressão,https://twitter.com/ncclwz/status/705239828397428736
314,2996,joaopedrorochet,"@sabrimartinho sim, eu fui diagnosticado com depressão contagiosa, não sei como vcs ainda não se mataram por conviver comigo!!!",https://twitter.com/joaopedrorochet/status/697643431619915776
315,2999,diego_matioli,"Desde que eu fui diagnosticado com depressão ano passado a ideia de escrever me deixa ansioso, porque eu tenho medo de ficar ruim de novo...",https://twitter.com/Diego_Matioli/status/691302260828196864
316,3002,suicidei_ne,"@mateiformiga eu sempre que posso olho seus vídeos, e fui diagnosticado com depressão !  e sempre que eu sorrio é vendo seus vídeos e tal !!",https://twitter.com/Suicidei_ne/status/686697617074552832
317,3034,avozdomorto,"Então, fui diagnosticado com depressão bipolar num estado um pouco além do início e tô em tratamento.",https://twitter.com/avozdomorto/status/655434908068892672
318,3038,swftperry,@burnwithyou eu expliquei nos tweets e eu já fui diagnosticado com depressão e é muito difícil lidar com isso,https://twitter.com/swftperry/status/647258621412278272
319,3039,luishcm5,No outro dia fui diagnosticado com depressão clinica Fiquei triste,https://twitter.com/luishcm5/status/647179749526216704
