,Unnamed: 0,username,tweet,link
160,2003,leandrofagner1,Quando fui diagnosticado com depressão. Eu melhorei *_*,https://twitter.com/leandrofagner1/status/1036349193705668609
161,2008,purpleman__,E fdd mano perdi agr a minha cadela q esteve comigo na altura q fui diagnosticado com depressao e sempre  fazia-me sentir bem e do nada bazou...,https://twitter.com/purpleman__/status/1034993152741060608
162,2009,pablodr_runk,"E smp que me relacionei cm outras pessoas foi um puta trampo natural tlgd, nada forçado. O problema dessa suposta solidão está quando as outras pessoas encaram isso com penatlgd, foi assim q eu fui diagnosticado com depressão e comecei a tomar remédios",https://twitter.com/pablodr_runk/status/1034515460715433984
163,2010,ferrellgael,"Eu penso em como foi dificil quando fui diagnosticado com depressão crônica aos 12 anos, e como lido com ela hoje. Pego todo meu caos e descontrole e transformo em arte. Orgulho d como esse ensaio ajudou dezenas de pessoas quando postei e foi então q entendi o propósito de tudo  pic.twitter.com/Y6mGjI9cXr",https://twitter.com/FerrellGael/status/1034304079684673537
164,2012,legauche,"Já fui diagnosticado com depressão e sei que nunca tive isso. Eu com 12 anos pensei que era tudo balela e larguei o tratamento e estamos aqui hoje. Por isso sei que há excesso de diagnóstico.   Minha mãe teve uma de verdade, muito diferente. Foi desencadeada por um medicamento.",https://twitter.com/Legauche/status/1033738544328712192
165,2014,gatomakonha,fui diagnosticado com depressão e ejaculação precoce,https://twitter.com/gatomakonha/status/1033181403326947333
166,2015,sheillona,"Meu Relato : Eu fui diagnosticado com depressão em Maio no início eu não queria aceitar , mais eu fui forte , e digo não vale a pena tirar sua vida , pois ""vc"" pode não sofrer mais com tantos pensamentos e problemas , mais sua família sim !",https://twitter.com/SheillonA/status/1032904487793557505
167,2017,samusrt,"Não tenho vergonha: se existisse acesso fácil a armas de fogo, com certeza teria comedido suicídio em 2013. Neste período fui diagnosticado com depressão, depois de uma longa jornada, venci a doença, hoje sou casado, pai de 2 filhos e ajudo muitas pessoas com meu trabalho.",https://twitter.com/samusrt/status/1032070399780167680
168,2019,chapielbolao,"deu vontade de bater na tecla desse tweet de novo pq lembrei de uma coisa:  fui diagnosticado com depressão aos 11 anos, naquele tempo eu não tinha internet, não fumava (OBVIO), me alimentava regularmente, fazia dois esportes (natação e futsal) etc...  https://twitter.com/cealinus/status/1030982768942088192 …",https://twitter.com/ChapielBolao/status/1031685313452826624
169,2021,affsamu,Eu não tô crendo até agr que fui diagnosticado com depressão,https://twitter.com/affsamu/status/1030610468715593728
