,Unnamed: 0,username,tweet,link
140,1952,luanfr,"quando fui diagnosticado com depressão, a médica me receitou um remédio para bipolaridade, porque via traços de mania e se me desse só antidepressivos, eu desenvolveria mais a ansiedade até de tornar mania.",https://twitter.com/luanfr/status/1047148290414956546
141,1957,antmrcsj,"o leo se afastou de mim na época que fui diagnósticado com depressão e nunca me explicou o motivo(mesmo eu sabendo que foi medo mesmo) aí eu sempre desde que ele começou a me ignorar lembrava dele nas canções, livros e tals, inclusive mesmo não sendo respondido sempre mandei msg",https://twitter.com/antmrcsj/status/1046447271116767232
142,1958,guitarrasfoda,tu se considera uma pessoa triste ou depressiva? — eu fui diagnosticado com depressão mas eu já tô 99% melhor  https://curiouscat.me/Williankkjkk/post/664481122?1538266825 …,https://twitter.com/guitarrasfoda/status/1046193010390831107
143,1960,93markiu,"so: eu fui diagnosticado com depressão e ansiedade (a ansiedade eu ja sabia!) e eu nem fazia ideia, estou em tratamento desde então e estas semanas tem sido dificeis pq é muito muito doloroso vidas :-( eu passava os meus dias chorando ou dormindo, e perdi um tantão de peso....",https://twitter.com/93markiu/status/1045804792076005377
144,1963,chamaodudis,Fui pro medico hoje e fui diagnosticado com depressão.  60% dessa minha depressão  foi causada por uso frequentemente  de maconha. Entao rapaziada que sirva de exemplo pra alguns amigos de verdade.,https://twitter.com/chamaodudis/status/1044942660509872128
145,1965,oliveiraellensz,eae seus fui diagnosticado com depressao e ansiedade pq vi os sintomas no google,https://twitter.com/oliveiraellensz/status/1044239536480489472
146,1966,anarquia_0510,Infelizmente fui diagnosticado com depressão profunda  Tô meio sem reação,https://twitter.com/Anarquia_0510/status/1044237493346992129
147,1973,afonsobfilho,"Cara, é difícil mesmo, relutei muito para procurar ajuda de um profissional até o dia que desabafei com minha esposa e fui atrás de um psiquiatra e fui diagnosticado com depressão, é uma luta diária. Como vc penso nos privilégios que tenho em comparação a outras pessoas...",https://twitter.com/Afonsobfilho/status/1042174384654503936
148,1974,4q8p7,"Semana passada eu contei para os meus amigos que fui diagnosticado com depressão, hoje ganhei esse bilhete de um deles.  pic.twitter.com/pMyNdSGSuQ",https://twitter.com/4q8p7/status/1042146207949303808
149,1975,falsianedaear,"Já passei por isso, e depois de alguns meses depois fui diagnosticado com depressão em 2015. Cuide-se, se ame mais, se respeite mais e se aceite mais, por que é assim que começa e se vc se afunda nesse sentimento para a voltar a tudo como era é difícil...",https://twitter.com/FalsianeDaEAR/status/1041826927470948353
