,Unnamed: 0,username,tweet,link
270,2591,mrmilhouse,"""melhorou daquelas coisas que você tava tendo?"" ""Fisicamente sim, mas fui diagnosticado com depressão"" ""...""",https://twitter.com/MRMilhouse/status/876045904976982017
271,2606,selebloom,não acredito que fui diagnosticado com depressão,https://twitter.com/selebloom/status/874359412735062018
272,2612,maxkko,por isso eu fui diagnosticado com depressão aguda — Corolho cuzao  https://curiouscat.me/Maxissimamente/post/154404671?t=1496697910 …,https://twitter.com/maxkko/status/871840343813173249
273,2613,yandrereal,"@vascodagama eu já tenho transtorno de personalidade, e fui diagnosticado com depressão estágio 2.  Ou você ganha, ou -1 vascaíno vivo...",https://twitter.com/yandrereal/status/871432936549208065
274,2620,_delirivm_,"mas b, eu fui diagnosticado com depressão long as fuckin time ago, mas hoje lendo essas coisa de internet eu me identifico mais com o que+",https://twitter.com/_delirivm_/status/867444139759202307
275,2621,yan_lsd,"Olha que legal, fui diagnosticado com depressão profunda !",https://twitter.com/YAN_LSD/status/867121145530765320
276,2634,guifernandesb,"Eu estava em um processo de aceitação! E fui diagnosticado com depressão, graças a Deus consegui sair dessa e sei como é!",https://twitter.com/guifernandesb/status/855844289296957441
277,2653,supermadurokkk,"#NinguemSabeMasEu já fui diagnosticado com depressão , só que num grau baixo que não precisa ser medicado",https://twitter.com/supermadurokkk/status/854690928342204418
278,2673,elmeerr,galera fui diagnosticado com depressão mas o médico disse que meu caso é leve...só ataca quando eu fico sem dinheiro.,https://twitter.com/elmeerr/status/854433118710894592
279,2707,mpamarvin,fui diagnosticado com depressão e não fico usando isso pra justificar opressão,https://twitter.com/mpamarvin/status/852787673295081472
