,Unnamed: 0,username,tweet,link
340,3404,molejaoo,"@angusex eu fui diagnosticado com depressão e transtorno bipolar, no meu caso deu resultado, agr não sei o teu",https://twitter.com/Molejaoo/status/514215096244273152
341,3455,leidovilar,@consultoriont fui diagnosticado com depressão e síndrome de pânico os remédios estão me deixando mal Dependente é ñ consigo largar me ajude,https://twitter.com/leidovilar/status/509154532161753088
342,3457,shermination,"Quando fui diagnosticado com depressão, vc sabia q vc era causador disso! Mas não! Não quis mudar",https://twitter.com/shermination/status/507693947838537728
343,3468,jefe_s,"Esse 3° posso dizer com toda certeza, foi meu mair inferno astral, superando o do 2011. No qual fui diagnosticado com depressão.",https://twitter.com/JeFe_s/status/502244080257335296
344,3475,patrckcst,"Ultimamente eu ando ouvindo umas musicas tão animadas que, sem ao menos me consultar, já fui diagnosticado com depressão",https://twitter.com/patrckcst/status/497483586069868544
345,3511,roccogbs,"@vtncbarni eu fui diagnosticado com depressão e n tomo remedios,e olhe eu...to na merda msm n siga meu exemplo",https://twitter.com/roccogbs/status/461670773183483904
346,3514,eusouterrivel,Entrei no Tumblr e fui diagnosticado com depressão pós parto.,https://twitter.com/EuSouTerrivel/status/459183918210510848
347,3515,roccogbs,"@MakeMeAliveDrio heuhe eu nem te falei,mas eu fui diagnosticado com depressão aí como eu sou r3b3ld3 eu n tomei os remedios +",https://twitter.com/roccogbs/status/458793365954654208
348,3517,vinnefilipe,Eu fui diagnosticado com depressão há pouco tempo. Não to tomando remédio e to tentando sair da rotina todos os dias,https://twitter.com/vinnefilipe/status/458100873449988096
349,3525,thdisl,@_sikkeuleo mas eu já fui diagnosticado com depressão,https://twitter.com/thdisl/status/450437347168235522
