,Unnamed: 0,username,tweet,link
110,1825,aleocinogeno,"Amiga, eu fui diagnosticado com depressão e, quando isso acontece, alguns processos demoram e ficam bem difíceis. Realmente não vem da noite pro dia. Mas tem que partir de você.",https://twitter.com/aleocinogeno/status/1073220071756087296
111,1828,mendrullo,"A uns meses atrás eu fui diagnosticado com depressão, comecei todo aquele tratamento de bosta, cansativo pra caramba, mas foi só eu me afastar de algumas pessoas tóxicas que eu melhorei 70%, é impressionante como certas pessoas só estão na sua vida pra te fuder",https://twitter.com/Mendrullo/status/1072843755596713985
112,1833,vxnxcxvzzz,"Pq tu és mto $adddd — fui diagnosticado com depressao vai fazer 3 anos. mas hj em dia to mais de boa, viu nd  https://curiouscat.me/vxnxcxvzzz/post/727666733?t=1544321373 …",https://twitter.com/vxnxcxvzzz/status/1071587626199736321
113,1836,cerrrf,"2018: me assumi gay para minha família, fui diagnosticado com depressão, passei por um drama de automutilação, mas contei com o apoio de pessoas maravilhosas e redescobri o amor da minha família. um ano maravilhoso de mto aprendizado e renascimento  meu sentimento é de gratidão.  pic.twitter.com/hxhWqWIiZM",https://twitter.com/cerrrf/status/1071253676625416192
114,1838,eu_le1,"E quando falo isso, me refiro a todos que estiveram de alguma forma comigo, a maioria das pessoas não sabem q eu fui diagnosticado com depressão ou q convivo com ela todos os dias, por isso o motivo de estar sempre sorrindo, não pra mascarar, mas pra dizer q ela não tem vez aqui",https://twitter.com/eu_le1/status/1070860583581425664
115,1845,macioumarcio,"Bem, fui diagnosticado com depressão moderada. Eu realmente não queria tomar antidepressivo, mas... Melhor viver, né!? O negócio é aceitar mesmo",https://twitter.com/macioumarcio/status/1069716500091715584
116,1854,msftts,"Era bem isso a consulta, mesmas perguntas e saia, voltava com remedio. Eu fui diagnosticado com depressão profunda, indice de fobia social e sindrome do panico. Eu to tomando escitalopram e setralina",https://twitter.com/Msftts/status/1068321081847627776
117,1855,galops12,fiz um teste com o zenklub e fui diagnosticado com depressao moderada 😰😪,https://twitter.com/galops12/status/1068297995672854530
118,1859,ne_pomucenoo,"Já vai fazer 1 mês que fui diagnosticado com depressão psicótica, 1 mês que fiquei solteiro, 1 mês de muita batalha que venho vencendo!   2018 foi muito muito não tem palavra para descrever esse ano, só desejo que 2019 aconteça mais coisas boas e positivas!",https://twitter.com/ne_pomucenoo/status/1067834197283430400
119,1861,derekastar,"Eu fui diagnosticado com depressão depois de tomar muitos remédios de uma vez, logo após uma crise. Eu sei que muita gente não acha que isso é real, mas eu fiz isso por sentir muita pressão em cima de mim por eu ser gay.",https://twitter.com/DerekAstar/status/1067308085314760704
