,Unnamed: 0,username,tweet,link
100,1789,xlovatx,"2018 foi um ano bastante complicado para mim, perdi pessoas próximas, fui diagnosticado com depressão, tentei tirar a minha vida varias vezes e minha crise de ansiedade aumentou 90%, enfim muitos me abandonaram quando eu mais precisei, outros chegaram no momento certo +",https://twitter.com/xlovatx/status/1079596477687742465
101,1793,lovatouniterx,fui diagnosticado com depressão em período inicial  pic.twitter.com/jO9XROuvi9,https://twitter.com/lovatouniterx/status/1078777104387506177
102,1796,lopesfeliphe,"Essa musica que me livrou da overdose de tarja preta, e na semana seguinte fui diagnosticado com depressao sazonal   https://open.spotify.com/track/0cvqbA9FcD1xgUaUsYlzgz?si=iQX11FCATQmL2ON2zctjqA …",https://twitter.com/LopesFeliphe/status/1078398391384752128
103,1797,choippotto,"Billy foi a vozinha na minha cabeça dizendo ""spring nicht"" quando eu fui diagnosticado com depressão aos 12 anos de idade... E Yuzu apareceu na minha vidinha pra disputar ali minha atenção no gelo com a minha Lagartija haha ♡",https://twitter.com/ChoiPpotto/status/1078340579812147200
104,1798,joao_morelatto,"és suicida e sofre de depressão? — Não sou suicida, acredito que mesmo no pior dos casos, há uma solução. E sim, já fui diagnosticado com depressão  https://curiouscat.me/morelatto/post/743262517?t=1545925586 …",https://twitter.com/joao_morelatto/status/1078316180472057856
105,1800,henryp39,"3• Eu reprovei o primeiro ano do ensino médio duas vezes, na terceira eu fui diagnosticado com depressão, eles tiveram uma conversa séria comigo na escola, e eu passei pro segundo ano.",https://twitter.com/HenryP39/status/1077942761238786048
106,1805,jotaateixeira,"há um ano fui diagnosticado com depressão, após um tantinho de acontecimentos que ocorreram comigo.",https://twitter.com/jotaateixeira/status/1077076557414449153
107,1816,jplimag,"7- Eu fui diagnosticado com depressão uns anos atrás, mas como eu tendo a ser polido e simpático a maior parte do tempo, ninguém tinha ideia até eu aparecer com o atestado. O exótico é que eu trabalhava na secretaria municipal de saúde, cercado de profissionais da área.",https://twitter.com/jplimag/status/1074473310879125504
108,1817,prevspop,"eu fui diagnosticado com depressão, ataque de ansiedade e complexo de inferioridade, mas mesmo assim sempre amei ajudar as pessoas, pra quem n sabe eu tive um kiwi (tipo um cc) onde eu dava conselhos e uma adm maldosa roubou a conta de mim (2016) vcs são muito importantes pra mim",https://twitter.com/prevspop/status/1074470534006607872
109,1824,dorindow,"Eu já fui diagnósticado com depressão mas optei não fazer tratamento e ""melhorei"" do meu estado sozinho",https://twitter.com/dorindow/status/1073291131667038208
