,Unnamed: 0,username,tweet,link
0,208,px_domaschesky,"ele tem denúncia na polícia por tirar fotos das crianças e usou o diagnóstico de depressão pra justificar ""eu fui diagnosticado com depressão, aí...  http://recordtv.r7.com/domingo-espetacular/videos/conheca-o-velhinho-que-bombou-na-internet-ao-tentar-fazer-slime-em-casa-10022019 …",https://twitter.com/Px_Domaschesky/status/1094979453053292545
1,251,theseabells,"7. Só fui diagnosticada no ano retrasado, depois de alguns anos passando por 5 psis, 2 psiquiatras, um diagnóstico de depressão leve e um de TRANSTORNO DO PÂNICO.  Inclusive foi esse episódio depressivo que me fez ""acordar"" pros meus problemas psicológicos",https://twitter.com/theseabells/status/1084811048564215808
2,618,teamobangtans2,"Tá eu vou contar... Eu tenho 18 anos e sofro de depressão dsd de 12 anos de idade, porém, só fui diagnosticada c 15 anos.Além do diagnóstico de depressão,tbm tive um de tda(h). A partir daí comecei a tomar remédios de tarja preta,q me faziam muito mal, tanto psicologicamente qnt+",https://twitter.com/TeAmoBangtanS2/status/939320708378882049
3,1434,mateuszayit,"Em Fevereiro desse ano, fui diagnosticado com depressão. Hoje, ao final de Junho, não faço mais uso dos medicamentos a muitas semanas, me sinto um novo ser. EU ESTOU VENCENDO A DEPRESSÃO.",https://twitter.com/mateuszayit/status/1143127553286295552
4,1437,anaobicho,2016 eu fui diagnosticado com depressao k  https://twitter.com/juliatravaioli/status/1142592978726391808 …,https://twitter.com/anaobicho/status/1142981704317054977
5,1438,augustcoliveira,"Bem, eu tava no terceiro ano e  foi um dos piores anos da minha vida, em que eu fui diagnosticado com depressão, tomava ritalina e tive diversas crises devido ao estresse do vestibular  https://twitter.com/juliatravaioli/status/1142592978726391808 …",https://twitter.com/augustcoliveira/status/1142968668189581313
6,1443,aurumjjong,"- aos 12 anos fui diagnosticado com depressão profunda e minha mãe me levava pra igreja pois dizia que eu precisava de deus para me libertar. nada mudava, a não ser o desespero que crescia dentro de mim",https://twitter.com/aurumjjong/status/1142335629239422977
7,1445,abitofselflove,"Hj faz 3 anos que me formei, desde então eu: - tive várias reprovações em concursos e provas (entre metade de 2016 e 2017); - comecei a jogar lol - trabalhei na escola que fiz meu ensino médio; - fui diagnosticado com depressão e ansiedade; - tomei remédio controlado;",https://twitter.com/abitofselflove/status/1142052372161716225
8,1449,arthurlurais,"fui diagnosticado com depressão por um app, ok",https://twitter.com/arthurlurais/status/1141122482340061184
9,1452,radagasto,"Contei que tinha manipulado ela. Ela ficou arrasada, muito arrasada. Disse que precisava pensar. Não terminamos e ela me disse que ia segurar a barra comigo: eu fui diagnosticado com depressão grave e de longa data e posto em vigilância constante.",https://twitter.com/radagasto/status/1140675910443655168
