,Unnamed: 0,username,tweet,link
440,705,ladymess2,"eu recebi o diagnóstico de depressão faz pouco tempo, vcs tem me ajudado muito com as postagens... de todas as maneiras! muito obrigada ❤",https://twitter.com/ladymess2/status/904135470262648833
441,841,purpwsxoxo,quando eu recebi o diagnóstico de depressão e ansiedade eu fiquei decepcionad cmg msm e n aceitava ter isso pq na minha cabeça td mundo tinh,https://twitter.com/purpwsxoxo/status/801519888456097793
442,158,adiosmirna,"2013 comecei a me cortar, tive o primeiro diagnostico de depressão e 2015 fiquei 8 meses deitada em uma cama  https://twitter.com/vampmilgrau/status/1108732655137447936 …",https://twitter.com/adiosmirna/status/1108732955550203905
443,190,mirellafritas,"ele não teve diagnóstico de depressao, até hoje não se explica a questão da orelha cortada. a única coisa que é de certeza é que ele tomou tinta e solvente de tinta PRA SE MACHUCAR!!!!!!!!!!",https://twitter.com/mirellafritas/status/1099476465572298752
444,317,rolliiv,"Criei coragem e contei p meu pai sobre o meu diagnóstico de depressão e ansiedade e que tava fazendo tratamento c remédios e ele chorou falando que eu precisava de ajuda logo, foi de cortar o coração 😔",https://twitter.com/rolliiv/status/1061415094633070592
445,1180,milaspower,ouvindo when i was your man e sentindo os cortes nos meus pulsos sendo feitos e o diagnóstico de depressão na minha frente,https://twitter.com/milaspower/status/434438366650585088
446,1511,fome100pre,"O que vcs acham que é depressao? Vcs acham que a pessoa chora o temlo todp  se corta, tenta se matar OTEMPO TODO?  VOCÊS NÃO ACHAM QUE ELAS SABEM ESCONDER A TRISTEZA? OU ACHAM QUE PQ FOI DIAGNOSTICADO COM DEPRESSÃO É UMA REGRA NÃO PODER RIR OU SE DIVERTIR?  https://twitter.com/whindersson/status/1131677748601270273 …",https://twitter.com/Fome100pre/status/1132104701741342720
447,1589,guipintto,"8. 5 anos se passaram, por alguns motivos, fui embora para outro estado e decidi cortar a proposta de construir um vínculo com ele. No mesmo tempo que fui anos mais tarde diagnosticado com depressão (desencadeado por uma falta), meu pai  também estava em um quadro depressivo...",https://twitter.com/guipintto/status/1121128504689610761
448,1703,ocaduu,"Não sou muito de falar da minha vida... deu vontade de desabafar. Fui diagnosticado com depressão e síndrome do pânico (mais algumas coisas aí), não consigo pegar um ônibus sem minha mãe, corta cabelo, ficar sozinho em casa, etc. Não consigo tomar meus remédios por conta de um",https://twitter.com/Ocaduu/status/1100915860770865152
449,2185,lhieel,"Man, Fui diagnosticado com depressão, é tipo, bagulho sério mesmo, até comecei a me cortar ultimamente...  pic.twitter.com/bxCRFXGp3k",https://twitter.com/Lhieel/status/981358029626060805
