,Unnamed: 0,username,tweet,link
240,2329,ixcofz,"caralho, lek, fui diagnosticado com depressão e um possivel tdah, to muito frustrado, mas ao mesmo tempo muito aliviado por ter uma resposta pros meus problemas, agora foco no tratamento",https://twitter.com/Ixcofz/status/932690313759678464
241,2335,rafa_ellima,fui diagnosticado com depressão,https://twitter.com/rafa_ellima/status/930551028965150720
242,2337,lucasdclopes,"Isso aí é real e tem que prestar atenção. Já fui diagnosticado com depressão, depois de um tempo de tratamento sem resultados fui em outro médico. Pediu exame de sangue, deu deficiência de vitamina D, passei a tomar a vitamina e todos os sintomas sumiram após poucos meses.",https://twitter.com/lucasdclopes/status/929896636494606337
243,2338,gsjr_07,Sai pra fazer uns exames e fui diagnosticado com depressão pós-Enem,https://twitter.com/GSJR_07/status/929780786374561796
244,2340,edkkkkkkkkk,Quase uma década q fui diagnosticado com depressão e às vezes ainda não sei lidar com ela,https://twitter.com/edkkkkkkkkk/status/929368129247043584
245,2347,jedyclon,"Trabalho feito um trator, e hj fui diagnosticado com depressão. Pela dra. Márcia. Falta do q fazer? Sério? Se não quer ajudar cala a boca!",https://twitter.com/JedyClon/status/926877830109069315
246,2349,umseraiqualquer,"Em 2010 eu tinha pensando de q era ""falta doq fazer"" em 2013 fui diagnosticado com depressão, desde então comecei a entender mais e mudar tb",https://twitter.com/UmSerAiQualquer/status/926320324177813504
247,2350,posteandante,Kkkkkkk mas eu já fui diagnosticado com depressão. Tomava até remédio. Só não saio por aí gritando pro mundo,https://twitter.com/PosteAndante/status/924813501578833920
248,2358,roodrigoxwz,"Recentemente fui diagnosticado com depressão, crise de ansiedade e me receitaram um tarja preta. Não vou tomar porra nenhuma!",https://twitter.com/roodrigoxwz/status/921337743334084608
249,2361,fagunda0,"Eu fui diagnosticado com depressão há pouco tempo, poucos sabem.",https://twitter.com/fagunda0/status/920845042352361472
