,Unnamed: 0,username,tweet,link
380,100,maydyke_,Eu não tenho diagnóstico de depressão e a única coisa que suspeito ter é transtorno de ansiedade porque faço terapia há 4 anos e eu nem falo sobre isso e nem gosto que tentem falar o que tenho ou que deixo de ter,https://twitter.com/maydyke_/status/1121606438114267138
381,114,ratazanica,eu que tenho diagnostico de depressao vendo um post no buzzfeed 'coisas que podem ser sinais de depressao': nossa eu PRECISO ler isso . vai que eu tenho depressao,https://twitter.com/ratazanica/status/1119029371208118274
382,134,shoto_ilya,"Eu tenho diagnóstico de depressão e ansiedade  Fiz cirurgia de artrodese no pé por uma má formação óssea e não consigo andar até a esquina sem sentir dor, e não é qualquer dor, é dor óssea",https://twitter.com/shoto_ilya/status/1114252584070545415
383,145,belamenezes,"Entendo.. na vdd, eu tenho diagnóstico de depressão desde 2002 e trato desde então. Sei como é complicado mesmo.😞Mas estou em uma época controlada. Já tive ataque de pânico 2x, mas foi diferente do q tive ontem. Ontem realmente pareceu um mal estar. Mas vou ficar atenta 🙏🏻",https://twitter.com/BelaMenezes/status/1113456788865785856
384,146,aquabella__,"Não tenho diagnóstico de depressão nem ansiedade... Mas sinto que preciso de ajuda, só q sou mt burra pq não peço ajuda, sinto vergonha, e não quero que ninguém saiba",https://twitter.com/aquabella__/status/1113235376381071365
385,156,stylwsgranger,5 curiosidades desnecessárias sobre mim:  1. eu já tive um canal no youtube há muitos anos atrás  2. eu tenho diagnóstico de depressão porém hoje em dia ela é estabilizada e tá top na terapia  3. sou vegetariana  4. queria trabalhar com fotografia e desenho  5. nunca tive um dog  https://twitter.com/stardcwars/status/1109114652708007938 …,https://twitter.com/stylwsgranger/status/1109150638410268673
386,177,marialencar12,"Eu tenho diagnóstico de depressão a mais de vinte anos,minha primeira crise foi aos quinze e desde então minha mente vive em uma eterna escuridão. A luz ate tentar chegar mas a escuridão é maior e mais forte.",https://twitter.com/MariAlencar12/status/1100890580471693313
387,233,bibivsx,"9- eu tenho diagnóstico de depressão, stress, ansiedade e toc KKKKKK",https://twitter.com/bibivsx/status/1088092374486593536
388,243,karatsukki,"5 – eu tenho diagnóstico de depressão severa resistente, ansiedade generalizada, agorafobia e pânico, além de alguns transtornos alimentares",https://twitter.com/karatsukki/status/1085762862096605184
389,244,bolini_lukas,"Rio, 17/01/19 Eu me chamo Lukas Bolini e tenho diagnóstico de depressão crônica. Hoje eu acordei com uma disposição razoável, mas como sou um barril de pólvora embebido em gasolina e com um pavio curtíssimo, duas coisinhas que só ficariam no fundo da cabeça de uma pessoa me",https://twitter.com/bolini_lukas/status/1085758536833937409
